date,item_id,item_name,category,qty_sold,revenue,day_of_week,week_of_year,month,is_weekend,event_type,event_name,has_promo
2024-06-20,CB05,Craft Brioche Bun,comp,42,0,3,25,6,0,none,,0
2024-06-20,LM06,Lemon Tart,dessert,20,280,3,25,6,0,none,,0
2024-06-20,SM07,Smash Burger,main,33,726,3,25,6,0,none,,0
2024-06-20,CS08,Caesar Salad,starter,29,464,3,25,6,0,none,,0
2024-06-21,WB01,Wagyu Burger,main,59,1652,4,25,6,0,none,,0
2024-06-21,PS02,Porcini Risotto,main,37,888,4,25,6,0,none,,0
2024-06-21,TC03,Tuna Crudo,starter,28,504,4,25,6,0,none,,0
2024-06-21,TF04,Truffle Fries,side,68,816,4,25,6,0,none,,0
2024-06-21,CB05,Craft Brioche Bun,comp,52,0,4,25,6,0,none,,0
2024-06-21,LM06,Lemon Tart,dessert,27,378,4,25,6,0,none,,0
2024-06-21,SM07,Smash Burger,main,55,1210,4,25,6,0,none,,0
2024-06-21,CS08,Caesar Salad,starter,40,640,4,25,6,0,none,,0
2024-06-22,WB01,Wagyu Burger,main,69,1932,5,25,6,1,none,,0
2024-06-22,PS02,Porcini Risotto,main,43,1032,5,25,6,1,none,,0
2024-06-22,TC03,Tuna Crudo,starter,30,540,5,25,6,1,none,,0
2024-06-22,TF04,Truffle Fries,side,67,804,5,25,6,1,none,,0
2024-06-22,CB05,Craft Brioche Bun,comp,72,0,5,25,6,1,none,,0
2024-06-22,LM06,Lemon Tart,dessert,28,392,5,25,6,1,none,,0
2024-06-22,SM07,Smash Burger,main,49,1078,5,25,6,1,none,,0
2024-06-22,CS08,Caesar Salad,starter,40,640,5,25,6,1,none,,0
2024-06-23,WB01,Wagyu Burger,main,47,1316,6,25,6,1,none,,0
2024-06-23,PS02,Porcini Risotto,main,31,744,6,25,6,1,none,,0
2024-06-23,TC03,Tuna Crudo,starter,28,504,6,25,6,1,none,,0
2024-06-23,TF04,Truffle Fries,side,55,660,6,25,6,1,none,,0
2024-06-23,CB05,Craft Brioche Bun,comp,49,0,6,25,6,1,none,,0
2024-06-23,LM06,Lemon Tart,dessert,22,308,6,25,6,1,none,,0
2024-06-23,SM07,Smash Burger,main,43,946,6,25,6,1,none,,0
2024-06-23,CS08,Caesar Salad,starter,32,512,6,25,6,1,none,,0
2024-06-24,WB01,Wagyu Burger,main,36,1008,0,26,6,0,none,,0
2024-06-24,PS02,Porcini Risotto,main,25,600,0,26,6,0,none,,0
2024-06-24,TC03,Tuna Crudo,starter,19,342,0,26,6,0,none,,0
2024-06-24,TF04,Truffle Fries,side,40,480,0,26,6,0,none,,0
2024-06-24,CB05,Craft Brioche Bun,comp,37,0,0,26,6,0,none,,0
2024-06-24,LM06,Lemon Tart,dessert,17,238,0,26,6,0,none,,0
2024-06-24,SM07,Smash Burger,main,28,616,0,26,6,0,none,,0
2024-06-24,CS08,Caesar Salad,starter,23,368,0,26,6,0,none,,0
2024-06-25,WB01,Wagyu Burger,main,35,980,1,26,6,0,none,,0
2024-06-25,PS02,Porcini Risotto,main,23,552,1,26,6,0,none,,0
2024-06-25,TC03,Tuna Crudo,starter,21,378,1,26,6,0,none,,0
2024-06-25,TF04,Truffle Fries,side,45,540,1,26,6,0,none,,0
2024-06-25,CB05,Craft Brioche Bun,comp,39,0,1,26,6,0,none,,0
2024-06-25,LM06,Lemon Tart,dessert,17,238,1,26,6,0,none,,0
2024-06-25,SM07,Smash Burger,main,30,660,1,26,6,0,none,,0
2024-06-25,CS08,Caesar Salad,starter,25,400,1,26,6,0,none,,0
2024-06-26,WB01,Wagyu Burger,main,43,1204,2,26,6,0,none,,0
2024-06-26,PS02,Porcini Risotto,main,29,696,2,26,6,0,none,,0
2024-06-26,TC03,Tuna Crudo,starter,21,378,2,26,6,0,none,,0
2024-06-26,TF04,Truffle Fries,side,51,612,2,26,6,0,none,,0
2024-06-26,CB05,Craft Brioche Bun,comp,41,0,2,26,6,0,none,,0
2024-06-26,LM06,Lemon Tart,dessert,19,266,2,26,6,0,none,,0
2024-06-26,SM07,Smash Burger,main,32,704,2,26,6,0,none,,0
2024-06-26,CS08,Caesar Salad,starter,25,400,2,26,6,0,none,,0
2024-06-27,WB01,Wagyu Burger,main,42,1176,3,26,6,0,none,,0
2024-06-27,PS02,Porcini Risotto,main,31,744,3,26,6,0,none,,0
2024-06-27,TC03,Tuna Crudo,starter,29,522,3,26,6,0,none,,0
2024-06-27,TF04,Truffle Fries,side,49,588,3,26,6,0,none,,0
2024-06-27,CB05,Craft Brioche Bun,comp,44,0,3,26,6,0,none,,0
2024-06-27,LM06,Lemon Tart,dessert,19,266,3,26,6,0,none,,0
2024-06-27,SM07,Smash Burger,main,33,726,3,26,6,0,none,,0
2024-06-27,CS08,Caesar Salad,starter,31,496,3,26,6,0,none,,0
2024-06-28,WB01,Wagyu Burger,main,55,1540,4,26,6,0,none,,0
2024-06-28,PS02,Porcini Risotto,main,37,888,4,26,6,0,none,,0
2024-06-28,TC03,Tuna Crudo,starter,27,486,4,26,6,0,none,,0
2024-06-28,TF04,Truffle Fries,side,62,744,4,26,6,0,none,,0
2024-06-28,CB05,Craft Brioche Bun,comp,50,0,4,26,6,0,none,,0
2024-06-28,LM06,Lemon Tart,dessert,28,392,4,26,6,0,none,,0
2024-06-28,SM07,Smash Burger,main,56,1232,4,26,6,0,none,,0
2024-06-28,CS08,Caesar Salad,starter,35,560,4,26,6,0,none,,0
2024-06-29,WB01,Wagyu Burger,main,57,1596,5,26,6,1,none,,0
2024-06-29,PS02,Porcini Risotto,main,47,1128,5,26,6,1,none,,0
2024-06-29,TC03,Tuna Crudo,starter,33,594,5,26,6,1,none,,0
2024-06-29,TF04,Truffle Fries,side,83,996,5,26,6,1,none,,0
2024-06-29,CB05,Craft Brioche Bun,comp,64,0,5,26,6,1,none,,0
2024-06-29,LM06,Lemon Tart,dessert,28,392,5,26,6,1,none,,0
2024-06-29,SM07,Smash Burger,main,51,1122,5,26,6,1,none,,0
2024-06-29,CS08,Caesar Salad,starter,43,688,5,26,6,1,none,,0
2024-06-30,WB01,Wagyu Burger,main,47,1316,6,26,6,1,none,,0
2024-06-30,PS02,Porcini Risotto,main,30,720,6,26,6,1,none,,0
2024-06-30,TC03,Tuna Crudo,starter,25,450,6,26,6,1,none,,0
2024-06-30,TF04,Truffle Fries,side,49,588,6,26,6,1,none,,0
2024-06-30,CB05,Craft Brioche Bun,comp,49,0,6,26,6,1,none,,0
2024-06-30,LM06,Lemon Tart,dessert,18,252,6,26,6,1,none,,0
2024-06-30,SM07,Smash Burger,main,36,792,6,26,6,1,none,,0
2024-06-30,CS08,Caesar Salad,starter,31,496,6,26,6,1,none,,0
2024-07-01,WB01,Wagyu Burger,main,39,1092,0,27,7,0,none,,1
2024-07-01,PS02,Porcini Risotto,main,27,648,0,27,7,0,none,,1
2024-07-01,TC03,Tuna Crudo,starter,21,378,0,27,7,0,none,,1
2024-07-01,TF04,Truffle Fries,side,73,876,0,27,7,0,none,,1
2024-07-01,CB05,Craft Brioche Bun,comp,50,0,0,27,7,0,none,,1
2024-07-01,LM06,Lemon Tart,dessert,18,252,0,27,7,0,none,,1
2024-07-01,SM07,Smash Burger,main,33,726,0,27,7,0,none,,1
2024-07-01,CS08,Caesar Salad,starter,25,400,0,27,7,0,none,,1
2024-07-02,WB01,Wagyu Burger,main,36,1008,1,27,7,0,none,,1
2024-07-02,PS02,Porcini Risotto,main,22,528,1,27,7,0,none,,1
2024-07-02,TC03,Tuna Crudo,starter,20,360,1,27,7,0,none,,1
2024-07-02,TF04,Truffle Fries,side,67,804,1,27,7,0,none,,1
2024-07-02,CB05,Craft Brioche Bun,comp,48,0,1,27,7,0,none,,1
2024-07-02,LM06,Lemon Tart,dessert,15,210,1,27,7,0,none,,1
2024-07-02,SM07,Smash Burger,main,27,594,1,27,7,0,none,,1
2024-07-02,CS08,Caesar Salad,starter,24,384,1,27,7,0,none,,1
2024-07-03,WB01,Wagyu Burger,main,39,1092,2,27,7,0,none,,1
2024-07-03,PS02,Porcini Risotto,main,22,528,2,27,7,0,none,,1
2024-07-03,TC03,Tuna Crudo,starter,22,396,2,27,7,0,none,,1
2024-07-03,TF04,Truffle Fries,side,58,696,2,27,7,0,none,,1
2024-07-03,CB05,Craft Brioche Bun,comp,44,0,2,27,7,0,none,,1
2024-07-03,LM06,Lemon Tart,dessert,20,280,2,27,7,0,none,,1
2024-07-03,SM07,Smash Burger,main,36,792,2,27,7,0,none,,1
2024-07-03,CS08,Caesar Salad,starter,22,352,2,27,7,0,none,,1
2024-07-04,WB01,Wagyu Burger,main,64,1792,3,27,7,0,holiday,July 4th,0
2024-07-04,PS02,Porcini Risotto,main,44,1056,3,27,7,0,holiday,July 4th,0
2024-07-04,TC03,Tuna Crudo,starter,40,720,3,27,7,0,holiday,July 4th,0
2024-07-04,TF04,Truffle Fries,side,72,864,3,27,7,0,holiday,July 4th,0
2024-07-04,CB05,Craft Brioche Bun,comp,63,0,3,27,7,0,holiday,July 4th,0
2024-07-04,LM06,Lemon Tart,dessert,33,462,3,27,7,0,holiday,July 4th,0
2024-07-04,SM07,Smash Burger,main,50,1100,3,27,7,0,holiday,July 4th,0
2024-07-04,CS08,Caesar Salad,starter,43,688,3,27,7,0,holiday,July 4th,0
2024-07-05,WB01,Wagyu Burger,main,55,1540,4,27,7,0,none,,0
2024-07-05,PS02,Porcini Risotto,main,41,984,4,27,7,0,none,,0
2024-07-05,TC03,Tuna Crudo,starter,29,522,4,27,7,0,none,,0
2024-07-05,TF04,Truffle Fries,side,65,780,4,27,7,0,none,,0
2024-07-05,CB05,Craft Brioche Bun,comp,66,0,4,27,7,0,none,,0
2024-07-05,LM06,Lemon Tart,dessert,28,392,4,27,7,0,none,,0
2024-07-05,SM07,Smash Burger,main,48,1056,4,27,7,0,none,,0
2024-07-05,CS08,Caesar Salad,starter,36,576,4,27,7,0,none,,0
2024-07-06,WB01,Wagyu Burger,main,69,1932,5,27,7,1,none,,0
2024-07-06,PS02,Porcini Risotto,main,48,1152,5,27,7,1,none,,0
2024-07-06,TC03,Tuna Crudo,starter,41,738,5,27,7,1,none,,0
2024-07-06,TF04,Truffle Fries,side,63,756,5,27,7,1,none,,0
2024-07-06,CB05,Craft Brioche Bun,comp,65,0,5,27,7,1,none,,0
2024-07-06,LM06,Lemon Tart,dessert,32,448,5,27,7,1,none,,0
2024-07-06,SM07,Smash Burger,main,55,1210,5,27,7,1,none,,0
2024-07-06,CS08,Caesar Salad,starter,45,720,5,27,7,1,none,,0
2024-07-07,WB01,Wagyu Burger,main,48,1344,6,27,7,1,none,,1
2024-07-07,PS02,Porcini Risotto,main,30,720,6,27,7,1,none,,1
2024-07-07,TC03,Tuna Crudo,starter,24,432,6,27,7,1,none,,1
2024-07-07,TF04,Truffle Fries,side,79,948,6,27,7,1,none,,1
2024-07-07,CB05,Craft Brioche Bun,comp,62,0,6,27,7,1,none,,1
2024-07-07,LM06,Lemon Tart,dessert,20,280,6,27,7,1,none,,1
2024-07-07,SM07,Smash Burger,main,37,814,6,27,7,1,none,,1
2024-07-07,CS08,Caesar Salad,starter,30,480,6,27,7,1,none,,1
2024-07-08,WB01,Wagyu Burger,main,40,1120,0,28,7,0,none,,0
2024-07-08,PS02,Porcini Risotto,main,23,552,0,28,7,0,none,,0
2024-07-08,TC03,Tuna Crudo,starter,20,360,0,28,7,0,none,,0
2024-07-08,TF04,Truffle Fries,side,45,540,0,28,7,0,none,,0
2024-07-08,CB05,Craft Brioche Bun,comp,35,0,0,28,7,0,none,,0
2024-07-08,LM06,Lemon Tart,dessert,16,224,0,28,7,0,none,,0
2024-07-08,SM07,Smash Burger,main,27,594,0,28,7,0,none,,0
2024-07-08,CS08,Caesar Salad,starter,21,336,0,28,7,0,none,,0
2024-07-09,WB01,Wagyu Burger,main,39,1092,1,28,7,0,none,,1
2024-07-09,PS02,Porcini Risotto,main,25,600,1,28,7,0,none,,1
2024-07-09,TC03,Tuna Crudo,starter,20,360,1,28,7,0,none,,1
2024-07-09,TF04,Truffle Fries,side,58,696,1,28,7,0,none,,1
2024-07-09,CB05,Craft Brioche Bun,comp,41,0,1,28,7,0,none,,1
2024-07-09,LM06,Lemon Tart,dessert,20,280,1,28,7,0,none,,1
2024-07-09,SM07,Smash Burger,main,29,638,1,28,7,0,none,,1
2024-07-09,CS08,Caesar Salad,starter,21,336,1,28,7,0,none,,1
2024-07-10,WB01,Wagyu Burger,main,48,1344,2,28,7,0,none,,0
2024-07-10,PS02,Porcini Risotto,main,29,696,2,28,7,0,none,,0
2024-07-10,TC03,Tuna Crudo,starter,24,432,2,28,7,0,none,,0
2024-07-10,TF04,Truffle Fries,side,49,588,2,28,7,0,none,,0
2024-07-10,CB05,Craft Brioche Bun,comp,42,0,2,28,7,0,none,,0
2024-07-10,LM06,Lemon Tart,dessert,19,266,2,28,7,0,none,,0
2024-07-10,SM07,Smash Burger,main,30,660,2,28,7,0,none,,0
2024-07-10,CS08,Caesar Salad,starter,26,416,2,28,7,0,none,,0
2024-07-11,WB01,Wagyu Burger,main,48,1344,3,28,7,0,none,,0
2024-07-11,PS02,Porcini Risotto,main,36,864,3,28,7,0,none,,0
2024-07-11,TC03,Tuna Crudo,starter,26,468,3,28,7,0,none,,0
2024-07-11,TF04,Truffle Fries,side,44,528,3,28,7,0,none,,0
2024-07-11,CB05,Craft Brioche Bun,comp,47,0,3,28,7,0,none,,0
2024-07-11,LM06,Lemon Tart,dessert,26,364,3,28,7,0,none,,0
2024-07-11,SM07,Smash Burger,main,40,880,3,28,7,0,none,,0
2024-07-11,CS08,Caesar Salad,starter,27,432,3,28,7,0,none,,0
2024-07-12,WB01,Wagyu Burger,main,65,1820,4,28,7,0,none,,0
2024-07-12,PS02,Porcini Risotto,main,39,936,4,28,7,0,none,,0
2024-07-12,TC03,Tuna Crudo,starter,30,540,4,28,7,0,none,,0
2024-07-12,TF04,Truffle Fries,side,69,828,4,28,7,0,none,,0
2024-07-12,CB05,Craft Brioche Bun,comp,62,0,4,28,7,0,none,,0
2024-07-12,LM06,Lemon Tart,dessert,24,336,4,28,7,0,none,,0
2024-07-12,SM07,Smash Burger,main,44,968,4,28,7,0,none,,0
2024-07-12,CS08,Caesar Salad,starter,39,624,4,28,7,0,none,,0
2024-07-13,WB01,Wagyu Burger,main,78,2184,5,28,7,1,concert,Local event,0
2024-07-13,PS02,Porcini Risotto,main,55,1320,5,28,7,1,concert,Local event,0
2024-07-13,TC03,Tuna Crudo,starter,39,702,5,28,7,1,concert,Local event,0
2024-07-13,TF04,Truffle Fries,side,97,1164,5,28,7,1,concert,Local event,0
2024-07-13,CB05,Craft Brioche Bun,comp,73,0,5,28,7,1,concert,Local event,0
2024-07-13,LM06,Lemon Tart,dessert,41,574,5,28,7,1,concert,Local event,0
2024-07-13,SM07,Smash Burger,main,55,1210,5,28,7,1,concert,Local event,0
2024-07-13,CS08,Caesar Salad,starter,46,736,5,28,7,1,concert,Local event,0
2024-07-14,WB01,Wagyu Burger,main,41,1148,6,28,7,1,none,,0
2024-07-14,PS02,Porcini Risotto,main,30,720,6,28,7,1,none,,0
2024-07-14,TC03,Tuna Crudo,starter,22,396,6,28,7,1,none,,0
