date,item_id,item_name,category,qty_sold,revenue,day_of_week,week_of_year,month,is_weekend,event_type,event_name,has_promo,temp_c,precipitation_mm,feels_like_c,local_event_nearby,event_lift,is_promo_day,quarter,is_friday,is_holiday,dow_sin,dow_cos,month_sin,month_cos,days_to_weekend,lag_1,lag_2,lag_3,lag_7,lag_14,rolling_7,rolling_14,rolling_30,rolling_7_std,wow_delta,rain_dummy,heavy_rain,cold_day,hot_day,pleasant_day,lag7_SM07,item_enc,category_enc
2024-06-25,CB05,Craft Brioche Bun,comp,39,0,1,26,6,0,none,,0,1.4,0.0,2.0,0,0.0,0,2,0,0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,3,37.0,49.0,72.0,36.0,39.0,46.285714285714285,49.214285714285715,49.791666666666664,13.021959475110826,-3.0,0,0,1,0,0,29.0,0,3
2024-06-26,CB05,Craft Brioche Bun,comp,41,0,2,26,6,0,none,,0,1.8,0.0,4.0,0,0.0,0,2,0,0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,2,39.0,37.0,49.0,36.0,41.0,46.714285714285715,49.214285714285715,49.36,12.671678206592395,-5.0,0,0,1,0,0,29.0,0,3
2024-06-27,CB05,Craft Brioche Bun,comp,44,0,3,26,6,0,none,,0,4.6,0.0,4.9,0,0.0,0,2,0,0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,1,41.0,39.0,37.0,42.0,36.0,47.42857142857143,49.214285714285715,49.03846153846154,12.094863136295274,6.0,0,0,1,0,0,33.0,0,3
2024-06-28,CB05,Craft Brioche Bun,comp,50,0,4,26,6,0,none,,0,4.2,0.0,4.7,0,0.0,0,2,1,0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,44.0,41.0,39.0,52.0,98.0,47.714285714285715,49.785714285714285,48.851851851851855,11.968211864689534,-46.0,0,0,1,0,0,55.0,0,3
2024-06-29,CB05,Craft Brioche Bun,comp,64,0,5,26,6,1,none,,0,4.5,3.2,2.5,0,0.0,0,2,0,0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0,50.0,44.0,41.0,72.0,67.0,47.42857142857143,46.357142857142854,48.892857142857146,11.872336794093277,5.0,0,0,1,0,0,49.0,0,3
2024-06-30,CB05,Craft Brioche Bun,comp,49,0,6,26,6,1,none,,0,4.8,0.0,3.5,0,0.0,0,2,0,0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0,64.0,50.0,44.0,49.0,46.0,46.285714285714285,46.142857142857146,49.41379310344828,9.196272536817766,3.0,0,0,1,0,0,43.0,0,3
2024-07-01,CB05,Craft Brioche Bun,comp,50,0,0,27,7,0,none,,1,10.1,0.0,11.6,0,0.0,1,3,0,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,4,49.0,64.0,50.0,37.0,38.0,46.285714285714285,46.357142857142854,49.4,9.196272536817766,-1.0,0,0,0,0,0,28.0,0,3
2024-07-02,CB05,Craft Brioche Bun,comp,48,0,1,27,7,0,none,,1,2.6,3.5,0.6,0,0.0,1,3,0,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,3,50.0,49.0,64.0,39.0,36.0,48.142857142857146,47.214285714285715,47.93333333333333,8.275034167675113,3.0,0,0,1,0,0,30.0,0,3
2024-07-03,CB05,Craft Brioche Bun,comp,44,0,2,27,7,0,none,,1,2.4,2.9,0.5,0,0.0,1,3,0,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,2,48.0,50.0,49.0,41.0,36.0,49.42857142857143,48.07142857142857,47.8,7.253898787483025,5.0,0,0,1,0,0,32.0,0,3
2024-07-04,CB05,Craft Brioche Bun,comp,63,0,3,27,7,0,holiday,July 4th,0,1.7,0.0,1.7,1,0.5,0,3,0,1,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,1,44.0,48.0,50.0,44.0,42.0,49.857142857142854,48.642857142857146,48.06666666666667,6.74360367134595,2.0,0,0,1,0,0,33.0,0,3
2024-07-05,CB05,Craft Brioche Bun,comp,66,0,4,27,7,0,none,,0,6.2,2.3,5.4,0,0.0,0,3,1,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,63.0,44.0,48.0,50.0,52.0,52.57142857142857,50.142857142857146,49.13333333333333,7.742892285985972,-2.0,0,0,0,0,0,56.0,0,3
2024-07-06,CB05,Craft Brioche Bun,comp,65,0,5,27,7,1,none,,0,7.9,0.4,6.9,0,0.0,0,3,0,0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,66.0,63.0,44.0,64.0,72.0,54.857142857142854,51.142857142857146,50.13333333333333,9.099973835650514,-8.0,0,0,0,0,0,51.0,0,3
2024-07-07,CB05,Craft Brioche Bun,comp,62,0,6,27,7,1,none,,1,4.4,0.0,4.0,0,0.0,1,3,0,0,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0,65.0,66.0,63.0,49.0,49.0,55.0,50.642857142857146,51.13333333333333,9.27361849549571,0.0,0,0,1,0,0,36.0,0,3
2024-07-08,CB05,Craft Brioche Bun,comp,35,0,0,28,7,0,none,,0,2.4,0.0,3.6,0,0.0,0,3,0,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,4,62.0,65.0,66.0,50.0,37.0,56.857142857142854,51.57142857142857,50.63333333333333,9.172941575244948,13.0,0,0,1,0,0,33.0,0,3
2024-07-09,CB05,Craft Brioche Bun,comp,41,0,1,28,7,0,none,,1,2.6,0.0,1.8,0,0.0,1,3,0,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,3,35.0,62.0,65.0,48.0,39.0,54.714285714285715,51.42857142857143,49.6,12.270755012281384,9.0,0,0,1,0,0,27.0,0,3
2024-07-10,CB05,Craft Brioche Bun,comp,42,0,2,28,7,0,none,,0,7.2,0.0,5.8,0,0.0,0,3,0,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,2,41.0,35.0,62.0,44.0,41.0,53.714285714285715,51.57142857142857,49.36666666666667,13.161994348809582,3.0,0,0,0,0,0,36.0,0,3
2024-07-11,CB05,Craft Brioche Bun,comp,47,0,3,28,7,0,none,,0,7.7,0.0,8.6,0,0.0,0,3,0,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,1,42.0,41.0,35.0,63.0,44.0,53.42857142857143,51.642857142857146,49.733333333333334,13.427051585724785,19.0,0,0,0,0,0,50.0,0,3
2024-07-12,CB05,Craft Brioche Bun,comp,62,0,4,28,7,0,none,,0,7.3,0.0,7.8,0,0.0,0,3,1,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,47.0,42.0,41.0,66.0,50.0,51.142857142857146,51.857142857142854,50.0,12.876704695283028,16.0,0,0,0,0,0,48.0,0,3
2024-07-13,CB05,Craft Brioche Bun,comp,73,0,5,28,7,1,concert,Local event,0,3.9,6.6,1.3,1,0.4304650568014264,0,3,0,0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,62.0,47.0,42.0,65.0,64.0,50.57142857142857,52.714285714285715,50.7,12.177262183500627,1.0,1,0,1,0,0,55.0,0,3
2024-07-14,CB05,Craft Brioche Bun,comp,40,0,6,28,7,1,none,,0,6.8,24.1,-2.0,0,0.0,0,3,0,0,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0,73.0,62.0,47.0,62.0,49.0,51.714285714285715,53.357142857142854,51.93333333333333,13.996598226167745,13.0,1,1,0,0,0,37.0,0,3
2024-07-15,CB05,Craft Brioche Bun,comp,34,0,0,29,7,0,none,,0,6.6,0.0,5.9,0,0.0,0,3,0,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,4,40.0,73.0,62.0,35.0,50.0,48.57142857142857,52.714285714285715,50.0,13.770223223283194,-15.0,0,0,0,0,0,27.0,0,3
2024-07-16,CB05,Craft Brioche Bun,comp,29,0,1,29,7,0,none,,0,7.2,18.6,1.5,0,0.0,0,3,0,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,3,34.0,40.0,73.0,41.0,48.0,48.42857142857143,51.57142857142857,48.9,13.9386410487434,-7.0,1,1,0,0,0,29.0,0,3
2024-07-17,CB05,Craft Brioche Bun,comp,45,0,2,29,7,0,none,,0,9.3,0.0,10.5,0,0.0,0,3,0,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,2,29.0,34.0,40.0,42.0,44.0,46.714285714285715,50.214285714285715,48.333333333333336,15.638779638176016,-2.0,0,0,0,0,0,30.0,0,3
2024-07-18,CB05,Craft Brioche Bun,comp,41,0,3,29,7,0,none,,0,7.6,0.0,6.6,0,0.0,0,3,0,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,1,45.0,29.0,34.0,47.0,63.0,47.142857142857146,50.285714285714285,48.56666666666667,15.528775133372797,-16.0,0,0,0,0,0,40.0,0,3
2024-07-19,CB05,Craft Brioche Bun,comp,88,0,4,29,7,0,concert,Local event,0,9.2,8.8,6.5,1,0.45730005376026667,0,3,1,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,41.0,45.0,29.0,62.0,66.0,46.285714285714285,48.714285714285715,48.733333333333334,15.702593052468396,-4.0,1,0,0,0,0,44.0,0,3
2024-07-20,CB05,Craft Brioche Bun,comp,71,0,5,29,7,1,none,,0,7.6,1.4,7.8,0,0.0,0,3,0,0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,88.0,41.0,45.0,73.0,65.0,50.0,50.285714285714285,50.46666666666667,21.893682498230707,8.0,0,0,0,0,0,55.0,0,3
2024-07-21,CB05,Craft Brioche Bun,comp,54,0,6,29,7,1,none,,0,8.5,0.0,6.1,0,0.0,0,3,0,0,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0,71.0,88.0,41.0,40.0,62.0,49.714285714285715,50.714285714285715,51.43333333333333,21.55391910004834,-22.0,0,0,0,0,0,30.0,0,3
2024-07-22,CB05,Craft Brioche Bun,comp,40,0,0,30,7,0,none,,0,9.7,0.0,10.7,0,0.0,0,3,0,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,4,54.0,71.0,88.0,34.0,35.0,51.714285714285715,50.142857142857146,51.5,21.148004521422237,-1.0,0,0,0,0,0,29.0,0,3
2024-07-23,CB05,Craft Brioche Bun,comp,34,0,1,30,7,0,none,,0,3.7,4.9,1.0,0,0.0,0,3,0,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,3,40.0,54.0,71.0,29.0,41.0,52.57142857142857,50.5,50.43333333333333,20.41941186597648,-12.0,0,0,1,0,0,24.0,0,3
2024-07-24,CB05,Craft Brioche Bun,comp,40,0,2,30,7,0,none,,0,7.3,0.0,7.6,0,0.0,0,3,0,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,2,34.0,40.0,54.0,45.0,42.0,53.285714285714285,50.0,49.93333333333333,19.5253193376727,3.0,0,0,0,0,0,30.0,0,3
2024-07-25,CB05,Craft Brioche Bun,comp,45,0,3,30,7,0,none,,0,7.1,0.0,7.3,0,0.0,0,3,0,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,1,40.0,34.0,40.0,41.0,47.0,52.57142857142857,49.857142857142854,50.03333333333333,19.96544634159346,-6.0,0,0,0,0,0,32.0,0,3
2024-07-26,CB05,Craft Brioche Bun,comp,57,0,4,30,7,0,none,,0,6.8,0.0,7.9,0,0.0,0,3,1,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,45.0,40.0,34.0,88.0,62.0,53.142857142857146,49.714285714285715,50.233333333333334,19.633547577455037,26.0,0,0,0,0,0,60.0,0,3
2024-07-27,CB05,Craft Brioche Bun,comp,66,0,5,30,7,1,none,,0,8.2,0.0,8.7,0,0.0,0,3,0,0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,57.0,45.0,40.0,71.0,73.0,48.714285714285715,49.357142857142854,50.766666666666666,12.750350135248393,-2.0,0,0,0,0,0,57.0,0,3
2024-07-28,CB05,Craft Brioche Bun,comp,44,0,6,30,7,1,none,,0,13.7,10.0,8.3,0,0.0,0,3,0,0,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0,66.0,57.0,45.0,54.0,40.0,48.0,48.857142857142854,51.5,11.357816691600554,14.0,1,0,0,0,0,36.0,0,3
2024-07-29,CB05,Craft Brioche Bun,comp,35,0,0,31,7,0,none,,0,6.9,8.1,3.6,0,0.0,0,3,0,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,4,44.0,66.0,57.0,40.0,34.0,46.57142857142857,49.142857142857146,51.3,11.103410029613173,6.0,1,0,0,0,0,33.0,0,3
2024-07-30,CB05,Craft Brioche Bun,comp,38,0,1,31,7,0,none,,0,12.6,0.0,12.7,0,0.0,0,3,0,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,3,35.0,44.0,66.0,34.0,29.0,45.857142857142854,49.214285714285715,50.333333333333336,11.739230119966297,5.0,0,0,0,0,0,32.0,0,3
2024-07-31,CB05,Craft Brioche Bun,comp,38,0,2,31,7,0,none,,0,4.9,0.0,4.7,0,0.0,0,3,0,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,2,38.0,35.0,44.0,40.0,45.0,46.42857142857143,49.857142857142854,49.96666666666667,11.148350294358103,-5.0,0,0,1,0,0,34.0,0,3
2024-08-01,CB05,Craft Brioche Bun,comp,46,0,3,31,8,0,none,,0,9.2,0.0,9.7,0,0.0,0,3,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,1,38.0,38.0,35.0,45.0,41.0,46.142857142857146,49.357142857142854,49.56666666666667,11.364103886486486,4.0,0,0,0,0,0,41.0,0,3
2024-08-02,CB05,Craft Brioche Bun,comp,52,0,4,31,8,0,none,,0,10.9,0.0,11.7,0,0.0,0,3,1,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,0,46.0,38.0,38.0,57.0,88.0,46.285714285714285,49.714285714285715,49.5,11.35362329411902,-31.0,0,0,0,0,0,46.0,0,3
2024-08-03,CB05,Craft Brioche Bun,comp,74,0,5,31,8,1,concert,Local event,0,12.4,7.3,10.9,1,0.40677345957509137,0,3,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,0,52.0,46.0,38.0,66.0,71.0,45.57142857142857,47.142857142857146,49.766666666666666,10.706028564273858,-5.0,1,0,0,0,0,57.0,0,3
2024-08-04,CB05,Craft Brioche Bun,comp,55,0,6,31,8,1,none,,1,13.1,0.0,12.8,0,0.0,1,3,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,0,74.0,52.0,46.0,44.0,54.0,46.714285714285715,47.357142857142854,50.13333333333333,13.350584078537363,-10.0,0,0,0,0,0,33.0,0,3
2024-08-05,CB05,Craft Brioche Bun,comp,32,0,0,32,8,0,none,,0,13.5,10.9,8.4,0,0.0,0,3,0,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,4,55.0,74.0,52.0,35.0,40.0,48.285714285714285,47.42857142857143,49.766666666666666,13.622460444847277,-5.0,1,0,0,0,0,26.0,0,3
2024-08-06,CB05,Craft Brioche Bun,comp,48,0,1,32,8,0,none,,1,10.4,0.0,9.9,0,0.0,1,3,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,3,32.0,55.0,74.0,38.0,34.0,47.857142857142854,46.857142857142854,48.666666666666664,14.147185484853772,4.0,0,0,0,0,0,32.0,0,3
2024-08-07,CB05,Craft Brioche Bun,comp,36,0,2,32,8,0,none,,1,10.3,26.8,2.7,0,0.0,1,3,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,2,48.0,32.0,55.0,38.0,40.0,49.285714285714285,47.857142857142854,48.2,13.47484428746502,-2.0,1,1,0,0,0,29.0,0,3
2024-08-08,CB05,Craft Brioche Bun,comp,44,0,3,32,8,0,none,,0,14.5,0.0,13.4,0,0.0,0,3,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,1,36.0,48.0,32.0,46.0,45.0,49.0,47.57142857142857,48.233333333333334,13.77195217340907,1.0,0,0,0,0,0,40.0,0,3
2024-08-09,CB05,Craft Brioche Bun,comp,57,0,4,32,8,0,none,,0,11.6,0.0,12.2,0,0.0,0,3,1,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,0,44.0,36.0,48.0,52.0,57.0,48.714285714285715,47.5,48.333333333333336,13.864995320521944,-5.0,0,0,0,0,0,43.0,0,3
2024-08-10,CB05,Craft Brioche Bun,comp,75,0,5,32,8,1,none,,1,8.6,0.0,9.5,0,0.0,1,3,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,0,57.0,44.0,36.0,74.0,66.0,49.42857142857143,47.5,48.833333333333336,14.187519666443267,8.0,0,0,0,0,0,68.0,0,3
2024-08-11,CB05,Craft Brioche Bun,comp,61,0,6,32,8,1,none,,1,9.3,0.0,9.4,0,0.0,1,3,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,0,75.0,57.0,44.0,55.0,44.0,49.57142857142857,48.142857142857146,49.766666666666666,14.47822667383847,11.0,0,0,0,0,0,39.0,0,3
2024-08-12,CB05,Craft Brioche Bun,comp,41,0,0,33,8,0,none,,1,10.2,0.0,7.1,0,0.0,1,3,0,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,4,61.0,75.0,57.0,32.0,35.0,50.42857142857143,49.357142857142854,49.733333333333334,15.02062074679498,-3.0,0,0,0,0,0,25.0,0,3
2024-08-13,CB05,Craft Brioche Bun,comp,40,0,1,33,8,0,none,,0,14.7,0.0,13.4,0,0.0,0,3,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,3,41.0,61.0,75.0,48.0,38.0,51.714285714285715,49.785714285714285,48.666666666666664,13.48720734269189,10.0,0,0,0,0,0,32.0,0,3
2024-08-14,CB05,Craft Brioche Bun,comp,46,0,2,33,8,0,none,,1,13.9,0.0,15.8,0,0.0,1,3,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,2,40.0,41.0,61.0,36.0,38.0,50.57142857142857,49.92857142857143,48.666666666666664,14.175767384955961,-2.0,0,0,0,0,0,25.0,0,3
2024-08-15,CB05,Craft Brioche Bun,comp,49,0,3,33,8,0,none,,0,15.8,0.0,15.2,0,0.0,0,3,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,1,46.0,40.0,41.0,44.0,46.0,52.0,50.5,49.06666666666667,12.909944487358064,-2.0,0,0,0,0,0,35.0,0,3
2024-08-16,CB05,Craft Brioche Bun,comp,54,0,4,33,8,0,none,,0,12.7,0.0,10.7,0,0.0,0,3,1,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,0,49.0,46.0,40.0,57.0,52.0,52.714285714285715,50.714285714285715,49.733333333333334,12.526163095887027,5.0,0,0,0,0,0,51.0,0,3
2024-08-17,CB05,Craft Brioche Bun,comp,68,0,5,33,8,1,none,,0,14.7,0.0,15.9,0,0.0,0,3,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,0,54.0,49.0,46.0,75.0,74.0,52.285714285714285,50.857142857142854,50.03333333333333,12.405835800330507,1.0,0,0,0,0,0,51.0,0,3
2024-08-18,CB05,Craft Brioche Bun,comp,47,0,6,33,8,1,none,,0,16.4,1.8,15.8,0,0.0,0,3,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,0,68.0,54.0,49.0,61.0,55.0,51.285714285714285,50.42857142857143,50.93333333333333,10.387721689800998,6.0,0,0,0,0,1,40.0,0,3
2024-08-19,CB05,Craft Brioche Bun,comp,40,0,0,34,8,0,none,,0,13.8,0.0,14.9,0,0.0,0,3,0,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,4,47.0,68.0,54.0,41.0,32.0,49.285714285714285,49.857142857142854,49.56666666666667,9.51690225711228,9.0,0,0,0,0,0,28.0,0,3
2024-08-20,CB05,Craft Brioche Bun,comp,35,0,1,34,8,0,none,,0,16.4,0.0,16.6,0,0.0,0,3,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,3,40.0,47.0,68.0,40.0,48.0,49.142857142857146,50.42857142857143,48.53333333333333,9.668308563352264,-8.0,0,0,0,0,1,29.0,0,3
2024-08-21,CB05,Craft Brioche Bun,comp,37,0,2,34,8,0,none,,0,13.3,0.0,13.7,0,0.0,0,3,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,2,35.0,40.0,47.0,46.0,36.0,48.42857142857143,49.5,47.9,10.596495377515838,10.0,0,0,0,0,0,30.0,0,3
2024-08-22,CB05,Craft Brioche Bun,comp,35,0,3,34,8,0,none,,0,14.4,11.4,11.4,0,0.0,0,3,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,1,37.0,35.0,40.0,49.0,44.0,47.142857142857146,49.57142857142857,47.8,11.451762185046343,5.0,1,0,0,0,0,35.0,0,3
2024-08-23,CB05,Craft Brioche Bun,comp,89,0,4,34,8,0,concert,Local event,0,14.6,0.0,15.3,1,0.40155643516895423,0,3,1,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,0,35.0,37.0,35.0,54.0,57.0,45.142857142857146,48.92857142857143,47.833333333333336,12.266873704256955,-3.0,0,0,0,0,0,52.0,0,3
2024-08-24,CB05,Craft Brioche Bun,comp,95,0,5,34,8,1,concert,Local event,0,12.4,0.0,14.7,1,0.6941458248672888,0,3,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,0,89.0,35.0,37.0,68.0,75.0,50.142857142857146,51.214285714285715,49.46666666666667,20.707716528133275,-7.0,0,0,0,0,0,59.0,0,3
2024-08-25,CB05,Craft Brioche Bun,comp,49,0,6,34,8,1,none,,0,17.8,0.0,18.7,0,0.0,0,3,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,0,95.0,89.0,35.0,47.0,61.0,54.0,52.642857142857146,51.13333333333333,26.33755240463067,-14.0,0,0,0,0,1,39.0,0,3
2024-08-26,CB05,Craft Brioche Bun,comp,32,0,0,35,8,0,none,,0,15.1,9.2,10.8,0,0.0,0,3,0,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,4,49.0,95.0,89.0,40.0,41.0,54.285714285714285,51.785714285714285,50.86666666666667,26.259692088282925,-1.0,1,0,0,0,0,26.0,0,3
2024-08-27,CB05,Craft Brioche Bun,comp,48,0,1,35,8,0,none,,0,16.8,0.0,17.3,0,0.0,0,3,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,3,32.0,49.0,95.0,35.0,40.0,53.142857142857146,51.142857142857146,49.733333333333334,27.144235553972116,-5.0,0,0,0,0,1,30.0,0,3
2024-08-28,CB05,Craft Brioche Bun,comp,45,0,2,35,8,0,none,,0,18.5,2.5,18.9,0,0.0,0,3,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,2,48.0,32.0,49.0,37.0,46.0,55.0,51.714285714285715,49.86666666666667,26.121510931286757,-9.0,0,0,0,0,1,33.0,0,3
